"entity_name","case_no","date","status"
"WLLX DIGITAL ADVISORS OÜ","C201528","24.07.2020","finished"
"WLLX DIGITAL ADVISORS OÜ","C210128","28.01.2021","cancelled"
"WLLXchange OÜ","C201827","21.09.2020","finished"
"WLLXchange OÜ","C201549","28.07.2020","finished"
"WLLXchange OÜ","C201519","23.07.2020","cancelled"
"WLLXpay OÜ","C201828","21.09.2020","finished"
"WLLXpay OÜ","C201550","28.07.2020","finished"
"Wolar Partnership OÜ","C201030","20.05.2020","finished"
"Wood Product Trading OÜ","C221091","05.10.2022","finished"
"Wood Product Trading OÜ","C211058","05.10.2021","finished"
"Wood Product Trading OÜ","C201902","05.10.2020","finished"
"Woonkly OÜ","C201627","13.08.2020","finished"
"Woonkly OÜ","C211212","19.11.2021","in progress"
"Woonkly OÜ","C220103","01.02.2022","finished"
"Woonkly OÜ","C210992","17.09.2021","finished"
"Woonkly OÜ","C211321","27.12.2021","finished"
"Woonkly OÜ","C202021","26.10.2020","finished"
"Woonkly OÜ","C210633","31.05.2021","finished"
"Woonkly OÜ","C210920","27.08.2021","finished"
"Woonkly OÜ","C220119","04.02.2022","in progress"
"Woonkly OÜ","C201342","26.06.2020","finished"
"Woonkly OÜ","C210392","30.03.2021","finished"
"Woonkly OÜ","C200926","08.05.2020","finished"
"Woonkly OÜ","C201803","16.09.2020","finished"
"World Health Technologies OÜ","C211184","13.11.2021","finished"
"World Health Technologies OÜ","C220190","28.02.2022","cancelled"
"World Health Technologies OÜ","C202115","13.11.2020","finished"
"World Health Technologies OÜ","C221177","13.11.2022","in progress"
"WorldDestinationsDirect OÜ","C201795","16.09.2020","finished"
"Worldwide CurrencyPlace OÜ","C201675","26.08.2020","finished"
"Worldwide CurrencyPlace OÜ","C200997","18.05.2020","finished"
"Worldwide CurrencyPlace OÜ","C201629","13.08.2020","finished"
"Worldwide CurrencyPlace OÜ","C210915","26.08.2021","finished"
"Worldwide CurrencyPlace OÜ","C201369","30.06.2020","finished"
"WTEXPRO OÜ","C201589","07.08.2020","finished"
"XAL LLC. Eesti filiaal","C220298","31.03.2022","finished"
"XbitPay OÜ","C230312","21.03.2023","in progress"
"XbitPay OÜ","C220211","04.03.2022","finished"
"XbitPay OÜ","C220497","03.06.2022","finished"
"XbitPay OÜ","C220451","20.05.2022","in progress"
"XbitPay OÜ","C210276","04.03.2021","finished"
"XbitPay OÜ","C210939","02.09.2021","finished"
"XbitPay OÜ","C230118","14.02.2023","finished"
"XBTO Europe OÜ","C210199","12.02.2021","cancelled"
"XBTO Europe OÜ","C200279","13.02.2020","finished"
"xForce OÜ","C230241","15.03.2023","in progress"
"xForce OÜ","C220470","27.05.2022","finished"
"xForce OÜ","C210616","27.05.2021","finished"
"Xicomm International Carrier Services OÜ","C210578","18.05.2021","finished"
"Xicomm International Carrier Services OÜ","C220445","18.05.2022","finished"
"Xpred OÜ","C210861","08.08.2021","finished"
"Xpred OÜ","C230092","07.02.2023","in progress"
"Xpred OÜ","C220312","04.04.2022","finished"
"Xpred OÜ","C201861","24.09.2020","finished"
"Xpred OÜ","C230087","05.02.2023","in progress"
"Xpred OÜ","C201737","08.09.2020","finished"
"Xpred OÜ","C220657","08.08.2022","finished"
"xShop OÜ","C202141","19.11.2020","finished"
"xShop OÜ","C210150","02.02.2021","finished"
"xShop OÜ","C210924","29.08.2021","finished"
"xShop OÜ","C210916","26.08.2021","finished"
"xShop OÜ","C202188","30.11.2020","finished"
"xShop OÜ","C202142","19.11.2020","finished"
"xShop OÜ","C200863","30.04.2020","finished"
"xShop OÜ","C220396","02.05.2022","finished"
"xShop OÜ","C211219","22.11.2021","finished"
"xShop OÜ","C210187","09.02.2021","finished"
"xShop OÜ","C211320","27.12.2021","finished"
"xShop OÜ","C210484","26.04.2021","finished"
"xShop OÜ","C202153","23.11.2020","finished"
"xTeam OÜ","C210555","13.05.2021","finished"
"xVentures Technologies OÜ","C201634","14.08.2020","finished"
"xVentures Technologies OÜ","C210881","14.08.2021","finished"
"xVentures Technologies OÜ","C220688","14.08.2022","finished"
"YCS Brokerage OÜ","C202199","01.12.2020","cancelled"
"YouAngel MTÜ","C220737","01.09.2022","finished"
"YouLocal OÜ","C201433","09.07.2020","finished"
"YouLocal OÜ","C210765","09.07.2021","finished"
"YourShop OÜ","C220501","05.06.2022","finished"
"YourShop OÜ","C210758","06.07.2021","finished"
"youtechonline OÜ","C210854","05.08.2021","in progress"
"youtechonline OÜ","C210453","14.04.2021","finished"
"Youxwallet OÜ","C201155","03.06.2020","finished"
"Youxwallet OÜ","C202278","16.12.2020","cancelled"
"Youxwallet OÜ","C210649","03.06.2021","finished"
"YSL Limited OÜ","C191755","17.09.2019","cancelled"
"YUUO Holding OÜ","C202078","05.11.2020","finished"
"YUUO Holding OÜ","C211260","07.12.2021","finished"
"YUUO Holding OÜ","C221233","07.12.2022","finished"
"YUUO Holding OÜ","C202224","07.12.2020","finished"
